"","week","weekly_rank","show_title","weekly_hours_viewed","runtime","weekly_views","cumulative_weeks_in_top_10","is_staggered_launch","awards","genre_Dramas","genre_Comedies","genre_International","english"
"1","2024-03-24",3,"Shooter",11700000,2.0833,5600000,5,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"2","2024-03-24",6,"Hellboy",7500000,2.0167,3700000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"3","2024-03-17",3,"Alone",5900000,1.6333,3600000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"4","2024-03-17",10,"Turbo",4300000,1.6,2700000,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"5","2024-03-10",4,"Code 8",9400000,1.65,5700000,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"6","2024-03-10",5,"Mea Culpa",10200000,2,5100000,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"7","2024-03-10",9,"Dr. Seuss' The Grinch",4400000,1.4333,3100000,7,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"8","2024-03-03",2,"Mea Culpa",36900000,2,18500000,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"9","2024-03-03",4,"Code 8",12800000,1.65,7800000,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"10","2024-02-25",1,"Mea Culpa",3.2e+07,2,1.6e+07,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"11","2024-02-25",2,"Players",1.3e+07,1.75,7400000,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"12","2024-02-25",4,"Kill Me If You Dare",5500000,1.5667,3500000,2,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"13","2024-02-18",1,"Players",28500000,1.75,16300000,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"14","2024-02-18",9,"American Assassin",6500000,1.8667,3500000,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"15","2024-02-18",3,"Kill Me If You Dare",9100000,1.5667,5800000,1,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"16","2024-02-11",7,"American Assassin",11400000,1.8667,6100000,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"17","2024-02-04",8,"The Beast",1600000,1.6667,1e+06,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"18","2024-01-14",9,"The Croods",6200000,1.6333,3800000,8,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"19","2023-12-24",8,"Dr. Seuss' The Grinch",7900000,1.4333,5500000,6,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"20","2023-12-24",9,"How the Grinch Stole Christmas",8900000,1.7333,5100000,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"21","2023-12-17",9,"Dr. Seuss' The Grinch",5700000,1.4333,4e+06,5,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"22","2023-12-03",7,"The Killer",7100000,2,3600000,4,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"23","2023-12-03",8,"Dr. Seuss' The Grinch",4900000,1.4333,3400000,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"24","2023-12-03",10,"The Christmas Chronicles",5300000,1.75,3e+06,7,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"25","2023-11-26",3,"The Killer",17500000,2,8800000,3,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"26","2023-11-26",6,"Triple Frontier",7500000,2.1,3600000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"27","2023-11-26",7,"The Christmas Chronicles",5900000,1.75,3400000,6,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"28","2023-11-26",8,"Dr. Seuss' The Grinch",4100000,1.4333,2900000,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"29","2023-11-19",1,"The Killer",44500000,2,22300000,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"30","2023-11-12",1,"The Killer",55700000,2,27900000,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"31","2023-10-22",5,"Long Shot",8800000,2.0833,4200000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"32","2023-10-22",9,"Spy Kids",5400000,1.4667,3700000,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"33","2023-10-22",10,"Scary Movie",5400000,1.4667,3700000,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"34","2023-09-24",9,"Mother's Day",5100000,1.9667,2600000,2,"false",FALSE,TRUE,TRUE,FALSE,TRUE
"35","2023-09-17",3,"Woody Woodpecker",5300000,1.5167,3500000,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"36","2023-09-17",4,"Dr. Seuss' The Grinch",4900000,1.4333,3400000,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"37","2023-09-17",6,"The Croods",5200000,1.6333,3200000,7,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"38","2023-09-10",3,"The Croods",6800000,1.6333,4200000,6,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"39","2023-09-10",4,"Dr. Seuss' The Grinch",5900000,1.4333,4100000,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"40","2023-09-10",10,"Pinkfong & Baby Shark's Space Adventure",7e+05,1.0833,6e+05,3,"false",FALSE,FALSE,FALSE,FALSE,FALSE
"41","2023-08-27",6,"Xtreme",2400000,1.8667,1300000,5,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"42","2023-08-20",10,"Xtreme",2e+06,1.8667,1100000,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"43","2023-07-30",8,"Kingdom",3300000,2.2333,1500000,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"44","2023-07-23",3,"Kingdom",6600000,2.2333,3e+06,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"45","2023-07-16",10,"A Beautiful Life",1300000,1.6667,8e+05,7,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"46","2023-07-09",10,"Woody Woodpecker",6300000,1.5167,4200000,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"47","2023-07-09",7,"A Beautiful Life",1800000,1.6667,1100000,6,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"48","2023-07-02",4,"Extraction",11800000,1.9667,6e+06,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"49","2023-07-02",7,"A Beautiful Life",2600000,1.6667,1600000,5,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"50","2023-06-25",2,"Extraction",27200000,1.9667,13800000,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"51","2023-06-25",7,"A Beautiful Life",3200000,1.6667,1900000,4,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"52","2023-06-18",2,"Extraction",18800000,1.9667,9600000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"53","2023-06-18",9,"Shooter",4700000,2.0833,2300000,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"54","2023-06-18",4,"A Beautiful Life",6600000,1.6667,4e+06,3,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"55","2023-06-18",10,"Mother's Day",1600000,1.5833,1e+06,4,"false",FALSE,TRUE,TRUE,FALSE,FALSE
"56","2023-06-11",2,"Shooter",12770000,2.0833,6129698.0751692,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"57","2023-06-11",8,"The Company Men",5390000,1.5667,3440352.33292909,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"58","2023-06-11",1,"A Beautiful Life",17420000,1.6667,10451790.9641807,2,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"59","2023-06-11",10,"Mother's Day",1980000,1.8667,1060695.34472599,3,"false",FALSE,TRUE,TRUE,FALSE,FALSE
"60","2023-06-04",4,"2 Hearts",7720000,1.6333,4726627.07402192,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"61","2023-06-04",5,"Shooter",7480000,1.8667,4007071.30229817,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"62","2023-06-04",3,"A Beautiful Life",16710000,1.9667,8496466.16159048,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"63","2023-06-04",5,"Mother's Day",8280000,1.6667,4967900.64198716,2,"false",FALSE,TRUE,TRUE,FALSE,FALSE
"64","2023-05-28",2,"2 Hearts",19280000,2.2333,8632964.6711145,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"65","2023-05-28",4,"The Son",7940000,1.6333,4861323.70048368,1,"false",FALSE,TRUE,FALSE,TRUE,TRUE
"66","2023-05-28",1,"Mother's Day",24250000,1.9667,12330299.4864494,1,"false",FALSE,TRUE,TRUE,FALSE,FALSE
"67","2023-05-21",5,"Synchronic",6990000,1.8667,3744575.98971447,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"68","2023-05-21",8,"The Croods",4280000,1.6667,2567948.64102718,5,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"69","2023-05-21",10,"The Healer",3330000,2,1665000,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"70","2023-05-14",3,"The Croods",8700000,2.1,4142857.14285714,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"71","2023-05-14",5,"Synchronic",5930000,1.75,3388571.42857143,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"72","2023-05-07",6,"The Croods",6560000,1.65,3975757.57575758,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"73","2023-04-30",8,"Dr. Seuss' The Lorax",3830000,1.6667,2297954.04091918,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"74","2023-04-30",9,"Time Trap",3700000,1.75,2114285.71428571,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"75","2023-04-30",5,"One More Time",5700000,1.4333,3976836.67062025,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"76","2023-04-23",10,"Dr. Seuss' The Lorax",4430000,1.65,2684848.48484848,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"77","2023-04-23",6,"One More Time",3890000,2,1945000,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"78","2023-04-16",7,"Home",8070000,1.5167,5320762.18105097,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"79","2023-04-16",9,"Murder Mystery",6690000,2,3345000,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"80","2023-04-16",10,"Dr. Seuss' The Lorax",5890000,2.1,2804761.9047619,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"81","2023-04-09",3,"Murder Mystery",22250000,1.4333,15523616.8282983,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"82","2023-04-09",5,"Home",10350000,1.8667,5544543.8474313,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"83","2023-04-02",2,"Murder Mystery",24690000,1.65,14963636.3636364,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"84","2023-03-26",6,"Murder Mystery",4490000,1.4333,3132630.9914184,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"85","2023-03-26",9,"City of God",3050000,1.4333,2127956.46410382,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"86","2023-03-19",8,"Turbo",5e+06,1.8667,2678523.5977929,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"87","2023-03-12",5,"Turbo",7980000,1.6667,4787904.24191516,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"88","2023-03-12",10,"Burlesque",5540000,2.2333,2480634.03931402,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"89","2023-03-12",9,"Ibiza",1420000,1.4333,990720.714435219,1,"false",FALSE,FALSE,TRUE,FALSE,FALSE
"90","2023-02-26",10,"The Last Mercenary",1850000,2.0833,888014.208227332,6,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"91","2023-02-12",10,"Sniper: Ghost Shooter",5390000,1.5667,3440352.33292909,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"92","2023-02-05",4,"Sniper: Ghost Shooter",12490000,1.5667,7972170.80487649,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"93","2023-02-05",6,"The Hurricane Heist",10120000,1.4667,6899843.18538215,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"94","2023-01-29",4,"Puss in Boots",6010000,1.8667,3219585.36454706,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"95","2023-01-22",7,"Puss in Boots",5860000,1.6667,3515929.68140637,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"96","2023-01-15",10,"Daddy Day Care",4850000,1.4333,3383799.62324705,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"97","2023-01-01",5,"The Invitation",12200000,1.65,7393939.3939394,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"98","2023-01-01",9,"How the Grinch Stole Christmas",7190000,1.8667,3851716.93362619,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"99","2022-12-25",4,"How the Grinch Stole Christmas",12680000,2,6340000,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"100","2022-12-25",5,"A Bad Moms Christmas",10890000,1.4333,7597851.11281658,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"101","2022-12-25",7,"The Christmas Chronicles",9840000,1.75,5622857.14285714,5,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"102","2022-12-25",10,"The Christmas Chronicles: Part Two",7170000,2.0833,3441655.06648106,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"103","2022-12-18",7,"How the Grinch Stole Christmas",7530000,1.4333,5253610.54908254,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"104","2022-11-27",10,"Lost Bullet",2230000,2.0833,1070417.12667403,8,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"105","2022-11-20",9,"Enola Holmes",7610000,1.75,4348571.42857143,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"106","2022-11-20",3,"Lost Bullet",6870000,1.4667,4683984.45489875,7,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"107","2022-11-13",3,"Enola Holmes",18650000,1.6333,11418600.3795996,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"108","2022-11-13",7,"Lost Bullet",5570000,2,2785000,6,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"109","2022-11-06",4,"War",16760000,1.9667,8521889.45950069,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"110","2022-11-06",8,"Enola Holmes",9640000,2,4820000,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"111","2022-11-06",7,"Lost Bullet",3930000,1.65,2381818.18181818,5,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"112","2022-10-30",9,"Hubie Halloween",3960000,2,1980000,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"113","2022-10-30",8,"Lost Bullet",3250000,1.5667,2074423.94842663,4,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"114","2022-10-30",9,"Rurouni Kenshin: The Beginning",2290000,1.75,1308571.42857143,8,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"115","2022-10-23",10,"Charlie's Angels",4920000,1.6333,3012306.37359946,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"116","2022-10-23",9,"Blood Red Sky",1510000,1.4667,1029522.0563169,16,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"117","2022-10-09",8,"Marauders",8350000,1.75,4771428.57142857,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"118","2022-10-02",7,"Marauders",6700000,2,3350000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"119","2022-09-11",9,"Triple 9",6530000,1.6333,3998040.77634237,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"120","2022-09-04",10,"Collateral",6100000,1.4333,4255912.92820763,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"121","2022-09-04",7,"School Life",3420000,1.5667,2182932.27803664,1,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"122","2022-08-28",7,"Blood Red Sky",2930000,1.8667,1569614.82830664,15,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"123","2022-08-21",7,"The Angry Birds Movie 2",11470000,1.6667,6881862.36275274,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"124","2022-08-21",6,"Blood Red Sky",5180000,2.1,2466666.66666667,14,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"125","2022-08-14",6,"Blood Red Sky",3540000,2.0833,1699227.187635,13,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"126","2022-08-07",8,"Blood Red Sky",2590000,1.8667,1387475.22365672,12,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"127","2022-07-31",4,"Major Grom: Plague Doctor",3680000,1.9667,1871154.72619108,7,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"128","2022-07-10",5,"American Assassin",13360000,2,6680000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"129","2022-07-03",6,"Homefront",1.1e+07,2,5500000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"130","2022-07-03",8,"The Mist",6230000,2.2333,2789593.87453544,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"131","2022-06-26",8,"The Mist",8400000,2,4200000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"132","2022-06-19",8,"Don",2740000,2,1370000,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"133","2022-06-12",3,"Don",3640000,2,1820000,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"134","2022-06-05",5,"Memoirs of a Geisha",10200000,1.4333,7116444.56847834,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"135","2022-06-05",6,"The Outpost",10120000,2.0833,4857677.72284357,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"136","2022-05-29",8,"Turbo",5310000,1.9667,2699954.23806376,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"137","2022-05-15",9,"Den of Thieves",5420000,1.6667,3251934.96130077,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"138","2022-05-08",10,"365 Days",6290000,1.6667,3773924.52150957,2,"false",FALSE,TRUE,FALSE,TRUE,TRUE
"139","2022-05-01",4,"365 Days",10040000,1.9667,5104998.22036915,1,"false",FALSE,TRUE,FALSE,TRUE,TRUE
"140","2022-05-01",5,"The Vault",6660000,1.6667,3995920.08159837,3,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"141","2022-05-01",6,"How It Ends",6640000,1.9667,3376213.96247521,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"142","2022-04-24",4,"How It Ends",8280000,1.6,5175000,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"143","2022-04-24",7,"Playing with Fire",6750000,1.75,3857142.85714286,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"144","2022-04-24",8,"The Vault",6620000,1.65,4012121.21212121,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"145","2022-04-17",6,"How It Ends",8600000,1.6667,5159896.80206396,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"146","2022-04-17",7,"The Call",7710000,1.6667,4625907.48185036,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"147","2022-04-10",8,"How It Ends",5650000,2,2825000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"148","2022-04-03",5,"6 Underground",8730000,1.9667,4438907.81512178,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"149","2022-03-27",7,"6 Underground",7440000,2,3720000,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"150","2022-03-20",4,"The Ice Road",11650000,2,5825000,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
