"","week","weekly_rank","show_title","weekly_hours_viewed","runtime","weekly_views","cumulative_weeks_in_top_10","is_staggered_launch","awards","genre_Dramas","genre_Comedies","genre_International","english"
"292","2021-08-29",8,"Mimi",1510000,1.4333,1053512.87239238,5,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"293","2021-08-29",9,"Bartkowiak",1460000,2.1,695238.095238095,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"294","2021-08-29",10,"Shiny_Flakes: The Teenage Drug Lord",1440000,2.2333,644785.743070792,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"295","2021-08-22",1,"Sweet Girl",57160000,1.4667,38971841.5490557,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"296","2021-08-22",2,"The Kissing Booth 3",26170000,2,13085000,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"297","2021-08-22",3,"Beckett",23870000,1.6667,14321713.5657287,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"298","2021-08-22",4,"Vivo",21960000,2,10980000,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"299","2021-08-22",5,"The Loud House Movie",13860000,2.0833,6652906.44650314,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"300","2021-08-22",7,"Hotel Transylvania 3: Summer Vacation",8550000,1.6667,5129897.40205196,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"301","2021-08-22",10,"Resort to Love",6320000,1.75,3611428.57142857,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"302","2021-08-22",1,"Black Island",17330000,2.2333,7759817.31070613,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"303","2021-08-22",2,"The Secret Diary of an Exchange Student",7910000,1.75,4520000,1,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"304","2021-08-22",3,"Out of my league",7120000,2,3560000,1,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"305","2021-08-22",4,"Blood Red Sky",4520000,1.9667,2298266.13108252,5,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"306","2021-08-22",5,"Rurouni Kenshin: The Beginning",3630000,2.1,1728571.42857143,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"307","2021-08-22",6,"The Last Mercenary",3340000,1.4333,2330286.75085467,4,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"308","2021-08-22",9,"Mimi",2340000,2,1170000,4,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"309","2021-08-22",10,"Shiny_Flakes: The Teenage Drug Lord",2250000,1.4333,1569803.94892904,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"310","2021-08-15",1,"The Kissing Booth 3",90860000,2.1,43266666.6666667,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"311","2021-08-15",2,"Vivo",37050000,1.4667,25260789.5275107,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"312","2021-08-15",3,"Beckett",23580000,1.7333,13604107.7713033,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"313","2021-08-15",4,"Hotel Transylvania 3: Summer Vacation",21460000,1.75,12262857.1428571,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"314","2021-08-15",5,"Aftermath",15870000,1.65,9618181.81818182,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"315","2021-08-15",6,"Resort to Love",9860000,1.8667,5282048.53484759,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"316","2021-08-15",7,"The Kissing Booth",8590000,1.6333,5259291.0059389,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"317","2021-08-15",8,"The Kissing Booth 2",8370000,1.4333,5839670.69001605,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"318","2021-08-15",9,"Dead Man Down",7580000,1.8667,4060641.77425403,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"319","2021-08-15",10,"Untold: Malice at the Palace",6450000,1.5167,4252653.78782884,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"320","2021-08-15",1,"The Swarm",11470000,2,5735000,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"321","2021-08-15",2,"The Last Mercenary",7570000,1.75,4325714.28571429,3,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"322","2021-08-15",3,"Rurouni Kenshin: The Beginning",6550000,2.0833,3144050.30480488,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"323","2021-08-15",4,"Blood Red Sky",6470000,2.1,3080952.38095238,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"324","2021-08-15",6,"Mimi",3630000,1.8667,1944608.13199764,3,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"325","2021-08-15",7,"Shiny_Flakes: The Teenage Drug Lord",3440000,1.6667,2063958.72082558,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"326","2021-08-15",8,"Rurouni Kenshin: The Final",2820000,1.6667,1691966.16067679,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"327","2021-08-15",9,"Navarasa",2800000,2,1400000,2,"false",FALSE,FALSE,FALSE,FALSE,FALSE
"328","2021-08-15",10,"Kingdom: Ashin of the North",2190000,2.1,1042857.14285714,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"329","2021-08-08",1,"Aftermath",24200000,1.75,13828571.4285714,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"330","2021-08-08",2,"Resort to Love",23480000,1.4333,16381776.3203795,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"331","2021-08-08",3,"Vivo",21940000,1.4333,15307332.7286681,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"332","2021-08-08",4,"The Vault",10870000,2.0833,5217683.48293573,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE
"333","2021-08-08",5,"The Losers",8040000,2.1,3828571.42857143,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"334","2021-08-08",6,"The Last Letter From Your Lover",6850000,1.8667,3669577.32897627,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"335","2021-08-08",7,"Hotel Transylvania 3: Summer Vacation",6250000,1.7333,3605838.57381873,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"336","2021-08-08",8,"Dead Man Down",5840000,2,2920000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"337","2021-08-08",9,"Wish Dragon",5150000,1.9667,2618599.68475111,5,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"338","2021-08-08",10,"World Trade Center",5050000,2,2525000,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"339","2021-08-08",1,"The Last Mercenary",23890000,2.0833,11467383.4781357,2,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"340","2021-08-08",2,"Rurouni Kenshin: The Beginning",15080000,2,7540000,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"341","2021-08-08",3,"Blood Red Sky",13300000,1.6667,7979840.40319194,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"342","2021-08-08",4,"The Swarm",11380000,1.6333,6967489.13243127,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"343","2021-08-08",5,"Mimi",5140000,1.7333,2965441.64310852,2,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"344","2021-08-08",6,"Bartkowiak",4570000,1.5167,3013120.59075625,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"345","2021-08-08",8,"Navarasa",3520000,2,1760000,1,"false",FALSE,FALSE,FALSE,FALSE,FALSE
"346","2021-08-08",9,"Kingdom: Ashin of the North",3450000,1.5167,2274675.28186194,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"347","2021-08-08",10,"Shiny_Flakes: The Teenage Drug Lord",3340000,1.4667,2277220.97225063,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"348","2021-08-01",1,"Resort to Love",28050000,2.0167,13908861.0105618,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"349","2021-08-01",2,"The Last Letter From Your Lover",18890000,1.6,11806250,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"350","2021-08-01",3,"Trollhunters: Rise of the Titans",8960000,2,4480000,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"351","2021-08-01",4,"Fear Street Part 1: 1994",6570000,1.4667,4479443.64900798,5,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"352","2021-08-01",5,"Wish Dragon",6290000,1.65,3812121.21212121,4,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"353","2021-08-01",6,"Fear Street Part 3: 1666",6190000,2.0833,2971247.53996064,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"354","2021-08-01",7,"Twilight",5840000,2,2920000,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"355","2021-08-01",8,"Fear Street Part 2: 1978",5840000,2,2920000,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"356","2021-08-01",9,"The Twilight Saga: Breaking Dawn: Part 2",5200000,1.5833,3284279.66904566,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"357","2021-08-01",10,"The Twilight Saga: New Moon",5030000,2,2515000,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"358","2021-08-01",1,"Blood Red Sky",52370000,1.4333,36538059.0246285,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"359","2021-08-01",2,"The Last Mercenary",16120000,1.6667,9671806.56386872,1,"false",FALSE,FALSE,TRUE,TRUE,FALSE
"360","2021-08-01",3,"Kingdom: Ashin of the North",15120000,1.6333,9257331.78228127,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"361","2021-08-01",4,"Mimi",9210000,1.8667,4933840.46713452,1,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"362","2021-08-01",5,"Bartkowiak",9210000,2.0833,4420870.73393174,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"363","2021-08-01",6,"Rurouni Kenshin: The Beginning",8610000,2,4305000,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"364","2021-08-01",8,"A Perfect Fit",3130000,1.4333,2183771.71562129,3,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"365","2021-08-01",9,"Major Grom: Plague Doctor",2770000,1.8667,1483902.07317726,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"366","2021-08-01",10,"Words Bubble Up Like Soda Pop",2180000,1.9667,1108455.78888493,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"367","2021-07-25",1,"Trollhunters: Rise of the Titans",16130000,1.6667,9677806.44387112,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"368","2021-07-25",2,"The Last Letter From Your Lover",13140000,2.0833,6307300.91681467,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"369","2021-07-25",3,"Twilight",12550000,1.6667,7529849.40301194,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"370","2021-07-25",4,"Fear Street Part 3: 1666",12350000,1.4333,8616479.45301053,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"371","2021-07-25",5,"The Twilight Saga: New Moon",10320000,2.0833,4953679.25886814,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"372","2021-07-25",6,"Fear Street Part 1: 1994",9240000,1.0833,8529493.21517585,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"373","2021-07-25",7,"The Twilight Saga: Breaking Dawn: Part 2",9240000,2.0833,4435270.96433543,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"374","2021-07-25",8,"The Twilight Saga: Eclipse",9220000,1.4333,6432707.73738924,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"375","2021-07-25",9,"Fear Street Part 2: 1978",9100000,1.7333,5250100.96348007,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"376","2021-07-25",10,"The Twilight Saga: Breaking Dawn: Part 1",8250000,1.6333,5051123.49231617,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"377","2021-07-25",1,"Blood Red Sky",35930000,2,17965000,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"378","2021-07-25",2,"Kingdom: Ashin of the North",16380000,1.6667,9827803.44393112,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"379","2021-07-25",4,"A Perfect Fit",8e+06,1.4667,5454421.49042067,2,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"380","2021-07-25",5,"Major Grom: Plague Doctor",7190000,2.0167,3565230.32677146,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"381","2021-07-25",6,"The Guide to the Perfect Family",4580000,1.6667,2747945.04109918,2,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"382","2021-07-25",7,"A Classic Horror Story",4060000,2.0167,2013189.86463034,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"383","2021-07-25",8,"Deep",3200000,1.75,1828571.42857143,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"384","2021-07-25",10,"Haseen Dillruba",2620000,1.75,1497142.85714286,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"385","2021-07-18",1,"Fear Street Part 3: 1666",20080000,1.6667,12047759.0448191,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"386","2021-07-18",2,"Fear Street Part 2: 1978",16820000,1.6333,10298169.3503949,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"387","2021-07-18",3,"Fear Street Part 1: 1994",14370000,1.6333,8798138.73752526,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"388","2021-07-18",4,"Gunpowder Milkshake",11770000,2.0167,5836267.1691377,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"389","2021-07-18",5,"The Water Man",11630000,1.6333,7120553.48068328,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"390","2021-07-18",7,"Wish Dragon",8550000,1.5667,5457330.69509159,3,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"391","2021-07-18",8,"Fatherhood",7790000,1.75,4451428.57142857,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"392","2021-07-18",9,"Twilight",7640000,1.8667,4092784.05742755,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"393","2021-07-18",10,"Rust Creek",6560000,2,3280000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"394","2021-07-18",1,"Major Grom: Plague Doctor",21050000,1.8667,11276584.3467081,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"395","2021-07-18",2,"How I Became a Superhero",9860000,1.8667,5282048.53484759,2,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"396","2021-07-18",3,"A Classic Horror Story",9090000,1.6333,5565419.70244291,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"397","2021-07-18",4,"The Guide to the Perfect Family",5130000,1.9667,2608430.36558702,1,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"398","2021-07-18",5,"Haseen Dillruba",4430000,1.8667,2373171.90764451,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"399","2021-07-18",6,"A Perfect Fit",3170000,1.5167,2090063.95463836,1,"false",FALSE,TRUE,TRUE,TRUE,FALSE
"400","2021-07-18",7,"Last Summer",2420000,1.4333,1688411.35840368,2,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"401","2021-07-18",9,"The 8th Night",1860000,1.75,1062857.14285714,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"402","2021-07-18",10,"Silver Skates",1780000,1.75,1017142.85714286,3,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"403","2021-07-11",1,"Fear Street Part 1: 1994",19550000,1.5167,12889826.5972176,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"404","2021-07-11",2,"Fear Street Part 2: 1978",16060000,1.4333,11204911.7421335,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"405","2021-07-11",3,"Fatherhood",12830000,1.6333,7855262.3522929,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"406","2021-07-11",5,"Wish Dragon",10590000,2.0833,5083281.33250132,2,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"407","2021-07-11",7,"Mother's Day",9200000,1.9667,4677886.8154777,1,"false",FALSE,TRUE,TRUE,FALSE,TRUE
"408","2021-07-11",1,"Major Grom: Plague Doctor",26150000,2.0167,12966727.8226806,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"409","2021-07-11",2,"Haseen Dillruba",10210000,1.6667,6125877.48245035,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"410","2021-07-11",3,"How I Became a Superhero",8820000,1.4333,6153631.47980186,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"411","2021-07-11",4,"The 8th Night",5960000,1.6333,3649054.0623278,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"412","2021-07-11",5,"Silver Skates",3110000,1.65,1884848.48484848,2,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"413","2021-07-11",6,"Rurouni Kenshin: The Final",2570000,1.4333,1793064.95499895,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"414","2021-07-11",7,"Dynasty Warriors",2420000,2,1210000,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"415","2021-07-11",8,"Xtreme",1710000,2.0833,820813.133010128,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"416","2021-07-11",10,"Last Summer",1270000,2,635000,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"417","2021-07-04",1,"Fatherhood",25680000,1.65,15563636.3636364,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE
"418","2021-07-04",2,"Fear Street Part 1: 1994",16620000,1.4333,11595618.5027559,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"419","2021-07-04",3,"Wish Dragon",15260000,1.9667,7759190.52219454,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"420","2021-07-04",4,"The Ice Road",13690000,2,6845000,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"421","2021-07-04",5,"Good on Paper",10580000,2.2333,4737384.14006179,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"422","2021-07-04",9,"Skylines",6130000,1.8667,3283869.93089409,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE
"423","2021-07-04",10,"The Mitchells vs. The Machines",4890000,1.4333,3411707.24900579,1,"false",FALSE,FALSE,TRUE,FALSE,TRUE
"424","2021-07-04",1,"Silver Skates",7390000,2,3695000,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"425","2021-07-04",2,"Haseen Dillruba",7370000,2.2333,3300049.25446648,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"426","2021-07-04",3,"Rurouni Kenshin: The Final",5340000,1.4333,3725668.0387916,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"427","2021-07-04",4,"The 8th Night",4480000,1.6667,2687946.24107518,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"428","2021-07-04",5,"Dynasty Warriors",4100000,1.6333,2510255.31133288,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"429","2021-07-04",6,"Security",2950000,2.2333,1320915.23754086,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
"430","2021-07-04",7,"Murder by the Coast",2690000,1.4667,1834049.22615395,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"431","2021-07-04",8,"Xtreme",2650000,1.4333,1848880.20651643,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE
"432","2021-07-04",10,"Prime Time",2080000,1.5667,1327631.32699304,1,"false",FALSE,TRUE,FALSE,TRUE,FALSE
